code,course_name,description
PLSC303,Global Food Systems,Prerequisite: BSCI170 and BSCI171; or BSCI105; or students who have taken courses with comparable content may contact the department.
PLSC400,Plant Physiology,Prerequisite: BSCI170 and BSCI171; or BSCI105; or PLSC201. And CHEM231 and CHEM232; or CHEM237; or permission of AGNR-Plant Science & Landscape Architecture department; or permission of CMNS-Biological Sciences UG Program.  Cross-listed with BSCI442.  Credit only granted  for: BSCI442 or PLSC400.
PLSC407,Advanced Crop Science,Prerequisite: PLSC101. And BSCI170 and BSCI171; or BSCI105.
PLSC411,Plant genetics,Prerequisite: BSCI170; and BSCI171. Or PLSC201; or permission of AGNR-Plant Science & Landscape Architecture department.
PLSC425,Green Roofs and Urban Sustainability,Credit only granted for: PLSC425 or PLSC489V.  Formerly: PLSC489V.
PLSC432,Greenhouse Crop Production,Prerequisite: PLSC201 and PLSC202; and must have completed or be concurrently enrolled in BSCI442.
PLSC452,Environmental Horticulture,Prerequisite: PLSC100 or PLSC101; and (PLSC253 and PLSC254).
PLSC460,Application of Knowledge in Plant Sciences,"Prerequisite: PLSC100, PLSC101, or PLSC201; or permission of instructor.  Recommended: ENGL393 and ENST200; and (PLSC389 or PLSC399).  Restriction: Senior standing or higher. And must be in a major within the AGNR-Plant Science & Landscape Architecture department; or must be in another related major."
PLSC471,Forest Ecology,Prerequisite: PLSC201; or (BSCI160 and BSCI161); or BSCI106.
PORT204,Intensive Intermediate Portuguese,Prerequisite: PORT104; or must have appropriate Foreign Language Placement Test (FLPT) score.
PORT204,Intensive Intermediate Portuguese,Prerequisite: PORT104; or must have appropriate Foreign Language Placement Test (FLPT) score.
PORT207,Intermediate Reading and Conversation in Portuguese II,Prerequisite: PORT205; or students who have taken courses with comparable content may contact the department.  Restriction: Not open to native/fluent speakers of Portuguese.
PORT386,Experiential Learning,"Restriction: Permission of ARHU-School of Languages, Literatures, and Cultures department; and junior standing or higher."
PORT405,Portuguese for Spanish Speakers,Restriction: Must have native or acquired fluency in Spanish.
PSYC100,Introduction to Psychology,"A basic introductory course, intended to bring the student into contact with the major problems confronting psychology and the more important attempts at their solution."
PSYC100,Introduction to Psychology,"A basic introductory course, intended to bring the student into contact with the major problems confronting psychology and the more important attempts at their solution."
PSYC123,The Psychology of Getting Hired,Restriction: Must not be in a Robert H. Smith School of Business degree program.  Additional information: Cannot be used in place of BMGT367 toward a degree program in the Robert H. Smith School of Business.
PSYC200,Statistical Methods in Psychology,"Prerequisite: PSYC100. And 1 course with a minimum grade of C- from (MATH107, MATH111, MATH120, MATH130, MATH136, MATH140, STAT100); or must have completed MATH220 with a minimum grade of C-.  Credit only granted for: BIOM301, BMGT230, CCJS200, ECON230, ECON321, EDMS451, GEOG306, GEOL351, GVPT422, INST314, JOUR405, PSYC200 or SOCY201. (These courses do not necessarily meet the same major requirements-check with your advisor to see which of these courses will count for your major)."
PSYC221,Social Psychology,Prerequisite: PSYC100.
PSYC300,Research Methods in Psychology Laboratory,Prerequisite: PSYC200.  Restriction: Must be in Psychology program. Credit only granted for: PSYC300 or PSYC309R.  Formerly: PSYC309R.
PSYC301,Biological Basis of Behavior,Prerequisite: PSYC100. And BSCI170 and BSCI171; or BSCI105.
PSYC302,Fundamentals of Learning and Behavior,Prerequisite: PSYC100. And BSCI170 and BSCI171; or BSCI105. Restriction: Restricted to psychology majors during the registration period. All other majors will be placed on a hold file.  Credit only granted for: PSYC309F or PSYC302.  Formerly: PSYC309F.
PSYC303,Professional Development for Psychology Majors,Prerequisite: PSYC100; and must have completed 3 additional credits in PSYC courses. Or permission of BSOS-Psychology department. Restriction: Must be in a major within BSOS-Psychology department. Credit only granted for: PSYC309C or PSYC303.  Formerly: PSYC309C.
PSYC330,Child Psychopathology,Prerequisite: PSYC100.  Restriction: Must be in Psychology program. Credit only granted for: PSYC309B or PSYC330.  Formerly: PSYC309B.
PSYC334,Psychology of Interpersonal Relationships,Prerequisite: PSYC100.
PSYC336,Psychology of Women,Prerequisite: PSYC100.  Cross-listed with WMST336.  Credit only granted  for: PSYC336 or WMST336.
PSYC341,Introduction to Memory and Cognition,Prerequisite: PSYC200 and PSYC300.
PSYC353,Adult Psychopathology,Prerequisite: PSYC100.  Restriction: Must be in Psychology program.
PSYC354,Multicultural Psychology in the U.S.,Prerequisite: PSYC100.
PSYC355,Developmental Psychology,Prerequisite: PSYC100.
PSYC361,Survey of Industrial and Organizational Psychology,Prerequisite: PSYC100.
PSYC362,Introduction to Negotiation,Prerequisite: PSYC221 or PSYC361; or permission of BSOS-Psychology department.  Restriction: Must be in Psychology program.  Credit only granted for: PSYC309F or PSYC362.  Formerly: PSYC309F.  Additional information: Restricted to PSYC majors during preregistration.
PSYC401,Biological Bases of Behavior Laboratory,Prerequisite: PSYC300; and (PSYC301 or BSCI353).  Restriction: Permission of instructor; and must be in Psychology program; and must have earned a minimum of 85 credits.
PSYC406,Neuroethology,Prerequisite: PSYC301.  Restriction: Must be in Psychology program.
PSYC420,Experimental Psychology: Social Psychology Laboratory,Prerequisite: PSYC300 and PSYC221.  Restriction: Must be in Psychology program; and must have earned a minimum of 85 credits.
PSYC424,Communication and Persuasion,Prerequisite: PSYC221 and PSYC200.
PSYC425,Psychology and Law,"Prerequisite: PSYC100, PSYC200, and PSYC300.  Restriction: Must be in Psychology program.  Credit only granted for: PSYC309K, PSYC325, or PSYC425.  Formerly: PSYC309K."
PSYC432,"Counseling Psychology: Theories, Research, and Practice",Prerequisite: PSYC200.
PSYC433,Basic Helping Skills: Research and Practice,"Prerequisite: PSYC300.  Restriction: Must be in Psychology program; and must have earned a minimum of 85 credits; and must not have completed or be concurrently enrolled in EDCP 310.  Credit only granted for: EDCP210, EDCP310, or PSYC433."
PSYC436,Introduction to Clinical Psychology: From Science to Practice,Prerequisite: PSYC300.
PSYC437,The Assessment and Treatment of Addictive Behaviors,Prerequisite: PSYC100; and 9 credits in PSYC courses.  Credit only granted for: PSYC309E (taken in the Winter Term) or PSCY437.  Formerly: PSYC309E.
PSYC602,Quantitative Methods II,Prerequisite: PSYC601.
PSYC603,Introduction to Industrial and Organizational Psychology,Credit only granted for: PSYC603 or PSYC730.  Formerly: PSYC730.
PSYC604,Fundamentals of Social Psychology,Credit only granted for: PSYC604 or PSYC640.  Formerly: PSYC640.
PSYC611,Advanced Developmental Psychology,Systematic exploration of contemporary and classic theories of development focusing on the assumptions they make and research they generate.
PSYC622,Research Methods in Clinical Psychology,Restriction: Permission of instructor.  Credit only granted for: PSYC622 or PSYC718.  Formerly: PSYC718.
PSYC623,Child Psychopathology,Restriction: Permission of instructor; and must be in one of the following programs (Psychology (Master's); Psychology (Doctoral)).
PSYC625,"Clinical Assessment: Psychometric Principles, Testing and Behavior",Restriction: Permission of BSOS-Psychology department.  Credit only granted for: PSYC625 or PSYC721.  Formerly: PSYC721.
PSYC630,Behavioral and Cognitive Behavioral Intervention for Adults,Prerequisite: PSYC680.  Restriction: Permission of instructor.  Credit only granted for: PSYC630 or PSYC728.  Formerly: PSYC728.
PSYC632,Behavioral and Cognitive Behavioral Intervention for Children and Adolescents,Restriction: Permission of instructor; and must be in one of the following programs (Psychology (Master's); Psychology (Doctoral)). Formerly: PSYC789A.
PSYC652,Analytical Thinking: Statistical Methods at Work,"Additional information: Students will be taught how to conduct analyses in R, SPSS, SAS, Stata, and excel; students are encouraged to practice analyses on at least two of these programs."
PSYC654,Advanced Analytical Thinking: Statistical Methods at Work II,Prerequisite: PSYC652 and PSYC653.  Restriction: Must be in the Master of Professional Studies in Industrial/Organizational Psychology Program.
PSYC655,Talent Development,Restriction: Must be in the Master of Professional Studies in Industrial/Organizational Psychology Program.
PSYC691,Research in Counseling Psychology II,Restriction: Permission of instructor.  Credit only granted for: PSYC691 or PSYC718.  Formerly: PSYC718.
PSYC737,Research Methods in Industrial/Organizational Psychology,Prerequisite: PSYC603; or permission of instructor.
RDEV250,"People, Planet, and Profit: Building Sustainable Places",Cross-listed with ARCH271.  Credit only granted for: ARCH271 or RDEV250.
RDEV250,"People, Planet, and Profit: Building Sustainable Places",Cross-listed with ARCH271.  Credit only granted for: ARCH271 or RDEV250.
RDEV350,"Real Estate Development: Introduction to Principles, Process, and Practice","Prerequisite: RDEV250 or ARCH271.  Restriction: Must be enrolled in the RDEV Minor; and permission of ARCH-School of Architecture, Planning, & Preservation.  Credit only granted for: RDEV150 or RDEV350.  Formerly: RDEV150."
RDEV450,Foundations of Real Estate Finance and Investment,"Prerequisite: Must have completed RDEV270 or an approved accounting course with a grade of C- or better; and minimum grade of C- in RDEV350.  Restriction: Must be enrolled in RDEV Minor; and permission of ARCH-School of Architecture, Planning, & Preservation."
RDEV600,Principles and Practice of Real Property Development,Restriction: Permission of ARCH-Real Estate Development.  Credit only granted for: RDEV688T or RDEV600.  Formerly: RDEV688T.
RDEV603,Introduction to Real Property Finance,"Restriction: Permission of the Department.  Credit only granted for: RDEV688Z, RDEV689V, or RDEV603.  Formerly: RDEV688Z and RDEV689V."
RDEV610,Real Property Development Law and Ethics,Restriction: Permission of ARCH-Real Estate Development.  Credit only granted for: RDEV688A or RDEV610.  Formerly: RDEV688A.
RDEV615,"Principles, Process and Politics of Planning for Real Property Development",Restriction: Permission of ARCH-Real Estate Development.  Credit only granted for: RDEV688G or RDEV615.  Formerly: RDEV688G.
RDEV630,Real Property Finance and Investment,"Restriction: Permission of ARCH-Real Estate Development.  Credit only granted for: RDEV630, RDEV688B, or URSP664.  Formerly: RDEV688B."
RDEV650,Essentials of Design and Construction Management for Development Professionals,Restriction: Must be in Real Estate Development (Master's) program; or permission of ARCH-Real Estate Development.  Credit only granted for: RDEV650 or RDEV688C.  Formerly: RDEV688C.
RDEV690,Capstone Project: Real Property Feasibility Study,Prerequisite: Completion of at least 7 RDEV courses.  Restriction: Permission of ARCH-Real Estate Development.  Credit only granted for: RDEV688I or RDEV690.  Formerly: RDEV688I.
RELS170,Greek and Roman Mythology,Cross-listed with CLAS170.  Credit only granted for: CLAS170 or RELS170.   Additional information: This course cannot be taken for language  credit.
RELS170,Greek and Roman Mythology,Cross-listed with CLAS170.  Credit only granted for: CLAS170 or RELS170.   Additional information: This course cannot be taken for language  credit.
RELS250,Fundamental Concepts of Judaism,"Cross-listed with JWST250, PHIL234.  Credit only granted for: JWST250,  PHIL234, or RELS250."
RUSS102,Intensive Elementary Russian II,Prerequisite: RUSS101 or RUSS102; and must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Must not be a native/fluent speaker of Russian.  Credit only granted for: RUSS102 or (RUSS113 and RUSS114).
RUSS102,Intensive Elementary Russian II,Prerequisite: RUSS101 or RUSS102; and must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Must not be a native/fluent speaker of Russian.  Credit only granted for: RUSS102 or (RUSS113 and RUSS114).
RUSS202,Intermediate Russian II,Prerequisite: RUSS201; or must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Must not be a  native/fluent speaker of Russian.
RUSS302,Advanced Russian II,Prerequisite: RUSS301.
RUSS386,Experiential Learning,"Restriction: Junior standing or higher; and permission of ARHU-School of Languages, Literatures, and Cultures department."
RUSS402,Practicum in Written Russian,Prerequisite: RUSS401; or students who have taken courses with comparable content may contact the department.
SLAA410,"Second Language Acquisition: Theory, Research, and Practice","Prerequisite: LING200, LING240, PSYC200, PSYC221, or PSYC354."
SLAA410,"Second Language Acquisition: Theory, Research, and Practice","Prerequisite: LING200, LING240, PSYC200, PSYC221, or PSYC354."
SLAA620,Second Language Research Methodologies,Prerequisite: SLAA610; and must have completed or be concurrently enrolled in SLAA611.
SLAA640,Psycholinguistics,"Prerequisite: SLAA610; or permission of ARHU-School of Languages, Literatures, and Cultures department."
SLAA742,Second Language Processing,Restriction: Permission of instructor required for MA students.
SLAA773,The Heritage Language Speaker,Restriction: Permission of instructor required for Master students.
SLLC109V,Beg Less Commonly Taught Language II; Vietnamese II,Additional information: Taught in English.
SLLC286,Living the Good Life: Chinese Philosophy in the Modern World,Additional information: Taught in English.
SLLC386,Experiential Learning,"Prerequisite: Learning Proposal approved by the Office of Experiential Learning Programs, faculty sponsor and the student's internship sponsor.  Restriction: Junior standing or higher."
SOCY100,Introduction to Sociology,"The fundamental concepts and principles of sociology. Includes consideration of culture, patterns of social interaction, norms, values, social institutions, stratification, and social change."
SOCY100,Introduction to Sociology,"The fundamental concepts and principles of sociology. Includes consideration of culture, patterns of social interaction, norms, values, social institutions, stratification, and social change."
SOCY105,Introduction to Contemporary Social Problems,An examination of contemporary social problems through sociological perspectives; ways in which social problems are part of the organization of society; a detailed study of selected social problems including social conflict and social inequality.
SOCY105H,Introduction to Contemporary Social Problems,An examination of contemporary social problems through sociological perspectives; ways in which social problems are part of the organization of society; a detailed study of selected social problems including social conflict and social inequality.
SOCY200,Human Societies,"A comparative, historical, interdisciplinary study of human socieities that focuses on the main components of human societies, how they are organized, how they change, and how they come to shape our collective social existence."
SOCY201,Introductory Statistics for Sociology,"Prerequisite: SOCY100; and (MATH107 or MATH111). Or students who have taken courses with comparable content may contact the department. Restriction: Must not have completed STAT400, BMGT231, or ENEE324. Credit only granted for: BIOM301, BMGT230, CCJS200, ECON230, ECON321, EDMS451, GEOG306, GEOL351, GVPT422, INST314, JOUR405, PSYC200 or SOCY201. (These courses do not necessarily meet the same major requirements-check with your advisor to see which of these courses will count for your major)."
SOCY202,Introduction to Research Methods in Sociology,Prerequisite: SOCY201; or permission of BSOS-Sociology department.
SOCY203,Sociological Theory,Prerequisite: SOCY100.
SOCY227,Introduction to the Study of Deviance,Credit only granted for: SOCY227 or SOCY327.  Formerly: SOCY327.
SOCY230,Sociological Social Psychology,"Theoretical perspectives and their applications. Socialization through the life course, the self-concept, attitudes, emotion, attribution, interpersonal relations, group processes, deviance, and social change."
SOCY242,Sociology of Homelessness,"Examines the causes of and solutions for homelessness in society. How social scientists analyze social issues using ethnographic observation, surveys, official statistics, and other research methods. Discusses how policies have responded to the problem of homelessness, and how to evaluate their effectiveness."
SOCY325,The Sociology of Gender,Prerequisite: 3 credits in SOCY courses.  Cross-listed with WMST325.  Credit only granted for: SOCY325 or WMST325.
SOCY335,Sociology of Health and Illness,"An exploration of the social model to studying health and illness: how meanings and experiences of health and illness are socially produced. How experiences are shaped by the interaction of external social environments (culture, community) and the internal environment (human body), and by socio-demographic variables (race, class, gender, etc.). Disparities in health and healthcare delivery, medicalization of society, determinants of health, social construction of illness, and the social organization of health care."
SOCY370,Transition from Undergrad to Professional,"Prepares Sociology majors to make the transition from undergraduate to entering graduate school and/or the professional work world. Topics include career options in Sociology, skills for conducting a job search, resume writing and interview preparation, and the graduate application process."
SOCY380,Honors Independent Reading in Sociology,Restriction: Permission of BSOS-Sociology department.  Formerly: SOCY378.
SOCY381,Honors Independent Research in Sociology,Prerequisite: SOCY380.  Formerly: SOCY388.
SOCY383,Honors Thesis Research,Prerequisite: SOCY381.  Formerly: SOCY389.
SOCY386,Experiential Learning,Restriction: Permission of BSOS-Sociology department; and junior standing or higher.
SOCY401,Intermediate Statistics for Sociologists,"Prerequisite: SOCY201; or students who have taken courses with comparable content may contact the department; or permission of BSOS-Sociology department.  Restriction: Must not have completed STAT400, BMGT231, or ENEE324."
SOCY415,Environmental Sociology,Prerequisite: 6 credits in SOCY courses.  Credit only granted for: SOCY498E or SOCY415.  Formerly: SOCY498E.
SOCY420,Qualitative Research Methods in Sociology,Prerequisite: 6 credits in SOCY courses.
SOCY424,Sociology of Race Relations,Prerequisite: 6 credits in SOCY courses; or permission of BSOS-Sociology department.  Cross-listed with AAST424.  Credit only  granted for: AAST424 or SOCY424.
SOCY431,Principles of Organizations,Prerequisite: 6 credits in SOCY courses; or permission of BSOS-Sociology department.
SOCY432,Social Movements,Prerequisite: 6 credits in SOCY courses; or permission of BSOS-Sociology department.
SOCY441,Social Stratification and Inequality,Prerequisite: 6 credits in SOCY courses; or permission of BSOS-Sociology department.  Restriction: Junior standing or higher.
SOCY442,The Black Middle Class,Prerequisite: 6 credits in SOCY courses.  Credit only granted for: SOCY498T or SOCY442.  Formerly: SOCY498T.
SOCY602,Statistics For Sociological Research II,Prerequisite: SOCY601; or students who have taken courses with comparable content may contact the department.  Restriction: Permission of instructor.  Credit only granted for: SOCY602 or SURV602.
SOCY611,Introduction to Demographic Methods,"Survey of standard demographic methods for the description and analysis of population size, structure and composition, including techniques for the analysis of fertility, mortality and migration."
SOCY632,Introduction to Qualitative Research Methods,Restriction: Must be in Sociology (Doctoral) program; and permission of instructor.
SOCY644,"Gender, Work, and Family","The interrelationships among gender, work, and family in contemporary societies. Major research issues addressed from an interdisciplinary and comparative (international) perspective."
SOCY653,Family Demography,Restriction: Permission of instructor.
SPAN103,Intensive Elementary Spanish,Prerequisite: Must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Must not be a  native/fluent speaker of Spanish.  Credit only granted for: SPAN102 or SPAN103.
SPAN103,Intensive Elementary Spanish,Prerequisite: Must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Must not be a  native/fluent speaker of Spanish.  Credit only granted for: SPAN102 or SPAN103.
SPAN203,Intensive Intermediate Spanish,Prerequisite: SPAN103; or must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Must not be a  native/fluent speaker of Spanish.
SPAN204,Spanish Grammar Review,Prerequisite: SPAN203; or must have appropriate Foreign Language Placement Test (FLPT) score.  Restriction: Not open to fluent/native speakers of Spanish.
SPAN206,Spanish for Heritage Speakers I,Prerequisite: Native or near native knowledge of and no formal education in Spanish.
SPAN207,Reading and Writing in Spanish,Prerequisite: Minimum grade of B+ in SPAN203; or must have completed or be concurrently enrolled in SPAN204; or must have appropriate Foreign Language Placement Test (FLPT) score.
SPAN235,Issues in Latin American Studies II,"Cross-listed with PORT235, LASC235.  Credit only granted for: LASC235,  PORT235, or SPAN235."
SPAN301,Advanced Grammar and Composition I,Prerequisite: Must have completed or be concurrently enrolled in SPAN207.
SPAN303,Approaches to Cultural Materials in the Hispanic World,Prerequisite: SPAN301.  Recommended: May elect to take SPAN311 and/or SPAN316 in same semester as SPAN303.
SPAN306,Spanish for Heritage Speakers II,Prerequisite: SPAN206.
SPAN307,Oral Communication Skills for Heritage Speakers of Spanish,Prerequisite: Native or near native knowledge of and no formal education in Spanish.
SPAN311,Advanced Communication I,Prerequisite: SPAN301; and must have completed or be concurrently enrolled in SPAN303.  Restriction: Must not be a native/fluent speaker of Spanish.
SPAN316,Spanish Translation I,Prerequisite: SPAN301; and must have completed or be concurrently enrolled in SPAN303.
SPAN332,"Spanish Culture, Civilization and Literature II: Renaissance and Baroque",Prerequisite: SPAN303; and (SPAN311 or SPAN316).
SPAN333,"Spanish Culture, Civilization and Literature III: Modern Times",Prerequisite: SPAN303; and (SPAN311 or SPAN316).
SPAN362,Latin American Literatures and Cultures II: From Independence to Nation Formation,Prerequisite: SPAN303; and (SPAN311 or SPAN316).
SPAN363,Latin American Literatures and Cultures III: From Modernism  to Neo-Liberalism,Prerequisite: SPAN303; and (SPAN311 or SPAN316).
SPAN370,Spanish for Business I,Prerequisite: SPAN303; and (SPAN311 or SPAN316).  Credit only granted for: SPAN315 or SPAN370.  Formerly: SPAN315.
SPAN371,Spanish for the Health Professions,Prerequisite: SPAN303; and (SPAN311 or SPAN316).  Credit only granted for: SPAN371 or SPAN389A.  Formerly: SPAN389A.
SPAN373,Spanish in the Media,Prerequisite: SPAN303; and (SPAN311 or SPAN316). Or permission of instructor.  Credit only granted for: SPAN373 or SPAN359A.  Formerly: SPAN359A.
SPAN386,Experiential Learning,"Prerequisite: Permission of ARHU-School of Languages, Literatures, and Cultures department.  Restriction: Junior standing or higher."
SPAN422,Intercultural Communication and Negotiation,Prerequisite: SPAN370 OR SPAN371 OR SPAN373 OR SPAN 374.  Restriction: Junior standing or higher.
SPAN426,Hispanic Linguistics III: Language in Use,Prerequisite: SPAN303; and SPAN311 or SPAN316 or SPAN325.  Also offered as: SPAN626.  Credit only granted for: SPAN426 or SPAN626.
SPAN460,The Sublime and the Grotesque in Spanish Romantic Plays and the Visual Arts,"Prerequisite: SPAN331, SPAN332, SPAN333, SPAN361, SPAN362, or SPAN363; or permission of instructor.  Credit only granted for: SPAN408V OR SPAN460.  Formerly: SPAN408V."
SPAN470,Spanish for Business II,Prerequisite: Must have completed SPAN370.  Restriction: Sophomore standing or higher.  Credit only granted for: SPAN415 or SPAN470. Formerly: SPAN415.
SPAN495,Honors Reading,"Prerequisite: Must be in Spanish and Portuguese Honors; or permission of ARHU-School of Languages, Literatures, and Cultures department."
SPHL100,Foundations of Public Health,"Restriction: Must be in a major in SPHL-School of Public Health. Credit only granted for: SPHL100, PHSC300 or SPHL600."
SPHL100,Foundations of Public Health,"Restriction: Must be in a major in SPHL-School of Public Health. Credit only granted for: SPHL100, PHSC300 or SPHL600."
SPHL291,"Can we move beyond medication? Examining yoga, mindfulness and other nontraditional practices for health and wellbeing",Recommended: Successful completion of English composition course.
SPHL600,Foundations of Public Health,"Restriction: Must be a graduate student within the School of Public Health.  Credit only granted for: SPHL100, PHSC300 or SPHL600."
SPHL610,"Program and Policy Planning, Implementation, and Evaluation","Recommended: Completion of SPHL 601, 602, and 603 with a grade of B- or better in each. Note that completion of SPHL 601, 602, and 603 with a B- or better is a graduation requirement for the MPH/MHA degrees; and concurrent enrollment in SPHL 611.  Restriction: Must be in a graduate student in SPHL-School of Public Health."
SPHL611,Public Health Ethics,"Prerequisite: Must have completed SPHL601; or permission of instructor.  Restriction: Must be a graduate student in the School of Public Health.  Credit only granted for: EPIB641, KNES689Y, or SPHL611.. Formerly: EPIB641, KNES689Y."
SPHL612,Research Ethics,"Restriction: Must be a graduate student in the School of Public Health.  Credit only granted for: EPIB641, KNES689Y or SPHL612.  Formerly: EPIB641, KNES689Y."
STAT100,Elementary Statistics and Probability,"Prerequisite: MATH110, MATH112, MATH113, or MATH115; or permission of CMNS-Mathematics department; or must have math eligibility of STAT100 or higher and math eligibility is based on the Math Placement Exam or the successful completion of Math 003 with appropriate eligibility. Restriction: Must not have completed MATH111; or must not have completed any MATH or STAT course with a prerequisite of MATH141. Credit only granted for: STAT100, MATH107 or MATH111."
STAT100,Elementary Statistics and Probability,"Prerequisite: MATH110, MATH112, MATH113, or MATH115; or permission of CMNS-Mathematics department; or must have math eligibility of STAT100 or higher and math eligibility is based on the Math Placement Exam or the successful completion of Math 003 with appropriate eligibility. Restriction: Must not have completed MATH111; or must not have completed any MATH or STAT course with a prerequisite of MATH141. Credit only granted for: STAT100, MATH107 or MATH111."
STAT400,Applied Probability and Statistics I,"Prerequisite: 1 course with a minimum grade of C- from (MATH131, MATH141); or students who have taken courses with comparable content may contact the department.  Credit only granted for: BMGT231, ENEE324, or STAT400.  Additional information: Not acceptable toward graduate degrees in MATH/STAT/AMSC."
STAT401,Applied Probability and Statistics II,"Prerequisite: 1 course with a minimum grade of C- from (STAT400, STAT410).  Additional information: Not acceptable toward graduate degrees in MATH/STAT/AMSC."
STAT410,Introduction to Probability Theory,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH340, MATH241).  Cross-listed with SURV410.  Credit only granted  for: STAT410 or SURV410."
STAT420,Theory and Methods of Statistics,"Prerequisite: 1 course with a minimum grade of C- from (SURV410, STAT410).  Cross-listed with SURV420.  Credit only granted for: STAT420  or SURV420."
STAT426,Introduction to Data Science and Machine Learning,Prerequisite: MATH240 and MATH241; or MATH340 and MATH341.
STAT430,Introduction to Statistical Computing with SAS,"Prerequisite: 1 course with a minimum grade of C- from (STAT400, STAT410)."
STAT440,Sampling Theory,"Prerequisite: 1 course with a minimum grade of C- from (STAT401, STAT420).  Credit only granted for: STAT440 or SURV440."
STAT464,Introduction to Biostatistics,Prerequisite: Must have completed one semester of calculus. Restriction: Junior standing or higher.  Credit only granted for: BIOE372 or STAT464.  Additional information: Not acceptable toward degrees in MATH/STAT.
STAT470,Actuarial Mathematics,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH340, MATH241).  Recommended: STAT400."
STAT601,Probability Theory II,Prerequisite: STAT600.
STAT650,Applied Stochastic Processes,Prerequisite: STAT410; or students who have taken courses with comparable content may contact the department.
STAT701,Mathematical Statistics II,Prerequisite: STAT700; or students who have taken courses with comparable content may contact the department.
STAT730,Time Series Analysis,Prerequisite: STAT700; and must have completed a graduate course in analysis. Or permission of instructor.  Recommended: STAT701 and STAT650.
STAT741,Linear Statistical Models II,Prerequisite: STAT740.
SURV400,Fundamentals of Survey and Data Science,"Prerequisite: STAT100; or permission of BSOS-Joint Program in Survey Methodology department.  Restriction: Course open to SURV certificate students, SURV Advanced Special Students, and SURV undergraduate minors. Graduate students from other departments may enroll with permission from the department.  Credit only granted for: SURV699M or SURV400.  Formerly: SURV699M."
SURV400,Fundamentals of Survey and Data Science,"Prerequisite: STAT100; or permission of BSOS-Joint Program in Survey Methodology department.  Restriction: Course open to SURV certificate students, SURV Advanced Special Students, and SURV undergraduate minors. Graduate students from other departments may enroll with permission from the department.  Credit only granted for: SURV699M or SURV400.  Formerly: SURV699M."
SURV410,Introduction to Probability Theory,"Prerequisite: MATH240, MATH341, or MATH461; and (MATH241 or MATH340). Cross-listed with STAT410.  Credit only granted for: STAT410 or SURV410."
SURV420,Theory and Methods of Statistics,Prerequisite: SURV410 or STAT410.  Cross-listed with STAT420.  Credit  only granted for: STAT420 or SURV420.
SURV440,Sampling Theory,Prerequisite: STAT401 or STAT420.  Credit only granted for: STAT440 or SURV440.
SURV616,Statistical Modeling II,Prerequisite: SURV615.
SURV622,Fundamentals of Data Collection II,Prerequisite: Permission of Instructor required; or fundamentals of Data Collection I.
SURV625,Applied Sampling,Prerequisite: Must have completed a course in statistics approved by department.
SURV630,Questionnaire Design and Evaluation,Credit only granted for: SURV430 and SURV630.
SURV631,Questionnaire Design,Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
SURV635,Usability Testing for Survey Research,"Recommended: Students should be familiar with the basics of questionnaire design. Experience with cognitive testing is a plus, but not a requirement.  Restriction: Must be in a major within the BSOS-Joint Program in Survey Methodology department; or permission of BSOS-Joint Program in Survey Methodology department."
SURV667,Introduction to Record Linkage with Big Data Applications,Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
SURV701,Analysis of Complex Sample Data,Prerequisite: SURV625.
SURV704,Computer-Based Content Analysis II,Prerequisite: SURV703; and background knowledge in programming in Python and SQL structures.  Recommended: SURV736.
SURV721,Total Survey Error and Data Quality II,Prerequisite: SURV720.  Restriction: Permission of instructor.  Credit only granted for: (SURV720 and SURV721) or SURV723.  Formerly: SURV723.
SURV726,Multiple Imputation,Prerequisite: Be comfortable with generalized linear models and basic probability theory through coursework or work experience; and familiarity with the statistical software R; and must have completed Surv 725 Item Nonresponse and Imputation or be familiar with the content through relevant work experience.  Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
SURV730,Measurement Error Models,Prerequisite: SURV623 or SURV630; or have equivalent survey research experience. And must have completed a basic statistics course in regression modeling.  Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
SURV735,Data Confidentiality and Statistical Disclosure Control,Prerequisite: Must have familiarity with the statistical software R; and must have completed a basic statistics course in regression modeling.  Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
SURV736,Introduction to Web Scraping with R,"Prerequisite: Students are expected to be familiar with the statistical software R.  Recommended: Knowledge about the tidyverse packages, in particular, dplyr, plyr, magrittr, and stringr.  Restriction: Permission of BSOS-Joint Program in Survey Methodology department."
SURV742,Inference from Complex Surveys,Prerequisite: SURV440.
